PROBLEM2-20 PROBLEM2-60 PROBLEM1-20 PROBLEM9-20 PROBLEM9-60 PROBLEM7-20 PROBLEM7-60 PROBLEM1-60 PROBLEM6-20 PROBLEM6-60 PROBLEM1-100 PROBLEM2-100 PROBLEM8-20 PROBLEM8-60 PROBLEM9-100 START END 
0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34
0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 28
0 0 0 0 0 0 0 102 0 0 0 0 0 0 0 0 6
0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 12
0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 84
0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
67 2 108 17 0 6 0 5 20 0 0 0 11 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
