PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-60 PROBLEM2-40 PROBLEM2-80 PROBLEM2-100 PROBLEM3-20 PROBLEM3-60 PROBLEM3-40 PROBLEM3-80 PROBLEM3-100 PROBLEM5-20 PROBLEM5-60 PROBLEM5-40 PROBLEM5-80 PROBLEM5-100 START END 
0 220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58
0 0 0 182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40
0 0 0 0 182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122
0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0 18
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22
0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 97 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 116 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22
223 0 0 0 0 40 0 0 0 0 58 0 0 0 0 29 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
