PROBLEM2-20 PROBLEM2-60 PROBLEM2-100 PROBLEM1-20 PROBLEM1-60 PROBLEM1-100 PROBLEM6-20 PROBLEM6-60 PROBLEM6-100 PROBLEM3-20 PROBLEM3-60 PROBLEM3-100 PROBLEM9-20 PROBLEM9-60 PROBLEM9-100 START END 
0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 0 0 0 85 0 0 0 0 0 0 0 0 0 0 0 49
0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 41
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75
0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14
0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 13
0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
38 16 0 134 31 0 11 6 0 8 6 0 21 7 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
